protein1,protein2,weight
ELK1,MAPK9,0.967967967967968
PRPF6,UBL5,0.967967967967968
NIP7,NSUN6,0.967967967967968
HLA-E,KIR2DL1,0.967967967967968
OSBP,VAPB,0.967967967967968
EEA1,PIK3C3,0.967967967967968
EFNB1,EPHA10,0.967967967967968
ADIPOQ,RETN,0.967967967967968
CANX,VCP,0.967967967967968
DDX6,DHX9,0.967967967967968
MGAT2,MGAT4A,0.967967967967968
MMP3,TIMP2,0.967967967967968
KDR,TIMP3,0.967967967967968
BAG1,BAG3,0.967967967967968
LTBR,TNFRSF13C,0.967967967967968
B3GNT6,GCNT1,0.967967967967968
CD28,CD58,0.967967967967968
CBX7,EED,0.967967967967968
EIF4A3,NXF1,0.967967967967968
ICAM1,ITGB1,0.967967967967968
ADCYAP1R1,GNAS,0.967967967967968
CDKN1B,UBC,0.967967967967968
CASP4,IL18,0.967967967967968
CDK2,FOXO1,0.967967967967968
IFNG,IL2RA,0.967967967967968
ADK,AK1,0.967967967967968
CCNH,GTF2B,0.967967967967968
G6PD,GCK,0.967967967967968
EIF1AY,RPS20,0.967967967967968
ARL3,PDE6D,0.967967967967968
MDM4,UBC,0.967967967967968
PML,TP53,0.967967967967968
INPP4B,PTEN,0.967967967967968
INSIG1,PGRMC1,0.967967967967968
FN1,HGF,0.967967967967968
CNTF,LEP,0.967967967967968
DNAJB4,HSPH1,0.967967967967968
CCNE1,RBL1,0.967967967967968
EEF1B2,RPS25,0.967967967967968
ADAM17,HBEGF,0.967967967967968
DIDO1,H3C1,0.967967967967968
BMPR1A,SMAD1,0.967967967967968
DKK2,DKK3,0.967967967967968
PDPK1,PIK3CG,0.967967967967968
ACADS,ACAT1,0.967967967967968
PC,PKM,0.967967967967968
LSP1,MAPKAPK2,0.967967967967968
NFKBIA,TNF,0.967967967967968
KRAS,TIAM1,0.967967967967968
NT5C,NT5C1A,0.967967967967968
DNAJB1,HSPA2,0.967967967967968
ENAH,TES,0.967967967967968
PLCG2,RAC2,0.967967967967968
NGFR,NTRK3,0.967967967967968
F11,F9,0.967967967967968
GLUD2,GOT2,0.967967967967968
NCAN,VCAN,0.967967967967968
B3GAT3,CSGALNACT2,0.967967967967968
DTYMK,NT5M,0.967967967967968
ARPC3,HCLS1,0.967967967967968
CD3E,FYN,0.967967967967968
GNRH1,KISS1,0.967967967967968
AVEN,BCL2L1,0.967967967967968
DKK1,WNT3A,0.967967967967968
KRT17,SFN,0.967967967967968
PSG3,PSG9,0.967967967967968
ENO1,TKT,0.967967967967968
SCO1,SURF1,0.967967967967968
KIT,SHC1,0.967967967967968
MYC,MYCBP,0.967967967967968
DPP4,ITGB1,0.967967967967968
JAK2,PLCG1,0.967967967967968
APP,KLK6,0.967967967967968
GABARAP,STX17,0.967967967967968
CFL2,PFN1,0.967967967967968
CCT8,PFDN4,0.967967967967968
GPX2,PRDX6,0.967967967967968
NT5C1A,NT5C2,0.967967967967968
DCK,NT5C2,0.967967967967968
MUC1,SIGLEC9,0.967967967967968
MRPL2,RPS19,0.967967967967968
ARAF,RRAS2,0.967967967967968
BNIP3,BNIP3L,0.967967967967968
PIK3R1,PLCG1,0.967967967967968
MNAT1,POLR2F,0.967967967967968
POLR2F,TBP,0.967967967967968
HPRT1,IMPDH2,0.967967967967968
GPX5,PRDX6,0.967967967967968
HBE1,HBQ1,0.967967967967968
RPS27A,STAMBPL1,0.967967967967968
DERL1,NPLOC4,0.967967967967968
ACVR2A,GDF10,0.967967967967968
ACTN2,PDLIM3,0.967967967967968
NRP1,NRP2,0.967967967967968
ACOX1,ECI2,0.967967967967968
MRPL1,MRPL52,0.967967967967968
GPX3,PRDX6,0.967967967967968
CDH2,NCAM1,0.967967967967968
MYBPC3,MYL3,0.967967967967968
BARD1,RAD51C,0.967967967967968
NCF1,TRAF4,0.967967967967968
MDM2,UBE2D3,0.967967967967968
CD46,CD59,0.967967967967968
CETN2,CETN3,0.967967967967968
EEF1G,RPS19,0.967967967967968
CD46,SLAMF1,0.967967967967968
DNAJB1,NUDC,0.967967967967968
APEX1,PARP1,0.967967967967968
FN1,IGFBP3,0.967967967967968
QKI,RBFOX2,0.967967967967968
ERCC1,XRCC1,0.967967967967968
AKT2,JUN,0.967967967967968
NRAS,PDGFRA,0.967967967967968
CERS5,KDSR,0.967967967967968
MYBPC2,TTN,0.967967967967968
HSPA8,PLIN3,0.967967967967968
GNAQ,HRAS,0.967967967967968
IRF3,PIN1,0.967967967967968
AKT1S1,AKT2,0.967967967967968
FBP1,PFKFB3,0.967967967967968
AURKA,PTTG1,0.967967967967968
GNE,UAP1,0.967967967967968
GBP1,GBP2,0.967967967967968
PRKCA,PRKCD,0.967967967967968
APOA2,CLU,0.967967967967968
GAPDH,LDHA,0.967967967967968
ISCU,NFU1,0.967967967967968
RXRA,THRA,0.967967967967968
CCL19,CXCL12,0.9669669669669668
ANK2,NFASC,0.9669669669669668
CDKN2B,MYC,0.9669669669669668
ACY1,OTC,0.9669669669669668
BAIAP2,DLG4,0.9669669669669668
MORF4L2,RUVBL1,0.9669669669669668
RYK,WNT7A,0.9669669669669668
ARF6,ASAP2,0.9669669669669668
AMPD2,IMPDH2,0.9669669669669668
FAS,RIPK1,0.9669669669669668
COL18A1,NCL,0.9669669669669668
EEF1B2,RPL11,0.9669669669669668
CCT7,VBP1,0.9669669669669668
CASP3,MDM2,0.9669669669669668
UBC,UFD1,0.9669669669669668
ACOX1,ECHDC1,0.9669669669669668
BMP4,BMP6,0.9669669669669668
CFL2,PFN4,0.9669669669669668
CRK,SHC1,0.9669669669669668
LDHC,PC,0.9669669669669668
MED20,POLR2C,0.9669669669669668
DCUN1D3,UBE2M,0.9669669669669668
FOXO3,STK4,0.9669669669669668
IL17F,IL17RE,0.9669669669669668
AURKB,RACGAP1,0.9669669669669668
MUC1,TP53,0.9669669669669668
EDEM2,TXNDC11,0.9669669669669668
ACVR1,FKBP1B,0.9669669669669668
PDHB,PKLR,0.9669669669669668
POLE2,TIMELESS,0.9669669669669668
MRPL10,MRPL58,0.9669669669669668
SNX27,VPS29,0.9669669669669668
GTF2A2,TAF12,0.9669669669669668
CANX,P4HB,0.9669669669669668
JAK2,LEP,0.9669669669669668
HOMER3,SHANK1,0.9669669669669668
GLRX,TXN,0.9669669669669668
IFNAR1,IFNLR1,0.9669669669669668
FGFR1,NRAS,0.9669669669669668
ACAT2,CS,0.9669669669669668
MRPL2,RPS3A,0.9669669669669668
MET,NRAS,0.9669669669669668
BPGM,PGAM1,0.9669669669669668
LSM3,SNRPA,0.9669669669669668
FMR1,STAU1,0.9669669669669668
EIF4G1,TIA1,0.9669669669669668
UBA7,UBB,0.9669669669669668
MYC,USP28,0.9669669669669668
OAS1,STAT1,0.9669669669669668
LRP2,TG,0.9669669669669668
EWSR1,SNRPC,0.9669669669669668
CXCL11,CXCL3,0.9669669669669668
LIF,OSM,0.9669669669669668
HSPA9,TIMM23,0.9669669669669668
BNIP3L,FUNDC1,0.9669669669669668
NOTCH1,PSENEN,0.9669669669669668
PRKCB,PRKCD,0.9669669669669668
GNAI3,RGS8,0.9669669669669668
ARG2,NOS3,0.9669669669669668
DHFR,GGH,0.9669669669669668
ME2,PKLR,0.9669669669669668
NEO1,NTN4,0.9669669669669668
L3MBTL2,MGA,0.9669669669669668
CD86,IL10,0.9669669669669668
CASP7,HSPA5,0.9669669669669668
DDX58,IFIT3,0.9669669669669668
CUL3,KCTD2,0.9669669669669668
ACVR2A,INHA,0.9669669669669668
DFFA,GZMB,0.9669669669669668
RAC1,TIAM1,0.9669669669669668
PRKACA,SUFU,0.9669669669669668
PTPN6,VAV1,0.9669669669669668
BRD1,ING4,0.9669669669669668
FZD2,WNT5B,0.9669669669669668
ACVR1,ACVRL1,0.9669669669669668
ATP1B2,FXYD2,0.9669669669669668
SMAD3,TGFB2,0.9669669669669668
DR1,KAT2B,0.9669669669669668
P4HB,PPIB,0.9669669669669668
FGF22,FGFR3,0.9669669669669668
CSF3,CXCL1,0.9669669669669668
CAV3,SRC,0.9669669669669668
FGFR3,KL,0.9669669669669668
SNAP23,STX17,0.9669669669669668
RAB5B,RAB5C,0.9669669669669668
AKT3,FOXO3,0.9669669669669668
H6PD,LDHA,0.9669669669669668
CDKN1B,RPS27A,0.9669669669669668
BTN3A1,XDH,0.9669669669669668
EIF5,RPS19,0.9669669669669668
GOSR1,VTI1B,0.9669669669669668
NARS1,YARS1,0.9669669669669668
ADA2,ADK,0.9669669669669668
HLA-G,TAPBP,0.9669669669669668
SGK1,TSC22D3,0.9669669669669668
MRAS,RASSF5,0.9669669669669668
NAMPT,NNMT,0.9669669669669668
GTF2A2,POLR2I,0.9669669669669668
BTN3A1,BTN3A3,0.9669669669669668
HGS,SNF8,0.9669669669669668
GRB2,LAT2,0.9669669669669668
F2,VWF,0.9669669669669668
VTN,VWF,0.9669669669669668
ACVRL1,TGFB3,0.9669669669669668
PDXK,PDXP,0.9669669669669668
TNNT2,TPM2,0.9669669669669668
NT5C,PNP,0.9669669669669668
MRPL21,MRPL34,0.9669669669669668
F11,F8,0.9669669669669668
PIK3CG,SRC,0.9669669669669668
BMPR2,GDF7,0.9669669669669668
MAPK12,MAPKAPK5,0.9669669669669668
MAP2K6,MAPK1,0.9669669669669668
TLN2,VASP,0.9669669669669668
MICOS10,SAMM50,0.9669669669669668
EEF1A1,EEF1AKMT1,0.9669669669669668
CUL1,UBE2D1,0.9669669669669668
CD44,SRGN,0.9669669669669668
CXCL2,IL6,0.9669669669669668
NCF1,PRKCD,0.9669669669669668
B3GNT2,B4GALT1,0.9669669669669668
FBP1,PFKFB1,0.9669669669669668
ALK,HRAS,0.9669669669669668
CALR,NCL,0.9669669669669668
HNRNPA1,PCBP1,0.9669669669669668
PDE4A,PRKACA,0.9669669669669668
KRAS,MAP2K2,0.9669669669669668
ATP5F1B,ATP5IF1,0.9669669669669668
UGDH,UGT1A6,0.9669669669669668
BCL6,HDAC4,0.9669669669669668
IFIH1,MX1,0.9669669669669668
AKT3,MDM2,0.9669669669669668
AK1,APRT,0.9669669669669668
UBE2B,UBE2V2,0.9669669669669668
COMMD1,COMMD7,0.9669669669669668
PIK3R1,THRB,0.9669669669669668
IARS1,YARS1,0.9669669669669668
PLG,SERPINB2,0.9669669669669668
VAMP2,VAMP8,0.9669669669669668
IL1R1,IL1RL2,0.9669669669669668
DLD,SHMT1,0.9669669669669668
NAPA,VAMP7,0.9669669669669668
HGF,KDR,0.9669669669669668
GEMIN6,SNRPG,0.9669669669669668
PGM2,PYGL,0.9669669669669668
RAB39B,SQSTM1,0.9669669669669668
AKT3,FOXO1,0.9669669669669668
ATL3,SPAST,0.9669669669669668
GTF2E2,MED10,0.9669669669669668
INPP5D,PIK3R1,0.965965965965966
IL18,IL1R1,0.965965965965966
GTF2A2,POLR2F,0.965965965965966
PF4,PF4V1,0.965965965965966
ACAA1,HMGCL,0.965965965965966
POLR2I,TCEA2,0.965965965965966
PFN1,WASL,0.965965965965966
CASP3,CTNNB1,0.965965965965966
AKT1,CREB1,0.965965965965966
CCNB1,SFN,0.965965965965966
BAIAP2,WASL,0.965965965965966
MRPL10,MRPL50,0.965965965965966
MRPL50,MRPL55,0.965965965965966
CD44,PKM,0.965965965965966
COMT,PNMT,0.965965965965966
MAPK1,SMAD1,0.965965965965966
GABPB1,TFAM,0.965965965965966
AKT1,MAP2K4,0.965965965965966
ARPC3,BRK1,0.965965965965966
EIF4E,MKNK1,0.965965965965966
ELAVL1,HNRNPA1,0.965965965965966
UBB,USP21,0.965965965965966
PLXNB2,SEMA4B,0.965965965965966
PNP,TYMP,0.965965965965966
AK4,APRT,0.965965965965966
APOE,APOL1,0.965965965965966
UGDH,UGT1A8,0.965965965965966
IL18,IL37,0.965965965965966
MAPK3,NCF1,0.965965965965966
SMAD3,YAP1,0.965965965965966
RAD18,RPS27A,0.965965965965966
ACAT2,ACOX1,0.965965965965966
SIRPA,TREM2,0.965965965965966
MRTO4,POLR1C,0.965965965965966
GOT1,TST,0.965965965965966
GBP2,GBP5,0.965965965965966
ACTN1,ITGA5,0.965965965965966
CCT5,PFDN4,0.965965965965966
AMT,MTHFD1,0.965965965965966
CCNA2,CCNB2,0.965965965965966
GRHPR,HAO1,0.965965965965966
BDNF,MECP2,0.965965965965966
INSL3,INSL5,0.965965965965966
ELMO1,HCK,0.965965965965966
HEY1,NOTCH1,0.965965965965966
C1GALT1C1,GCNT1,0.965965965965966
CTLA4,LAG3,0.965965965965966
ULBP1,ULBP3,0.965965965965966
CSF2,FGF2,0.965965965965966
COL11A2,COL2A1,0.965965965965966
FABP4,LPL,0.965965965965966
BMPR1A,SMAD2,0.965965965965966
ADA2,PNP,0.965965965965966
IL10,IL4R,0.965965965965966
SARS1,SEPSECS,0.965965965965966
FGF2,FN1,0.965965965965966
DYNLRB1,DYNLT3,0.965965965965966
ICAM2,ICAM3,0.965965965965966
PRPF6,SNIP1,0.965965965965966
UBB,UBE2V1,0.965965965965966
GTF2A2,MNAT1,0.965965965965966
ALCAM,LGALS8,0.965965965965966
HNRNPA0,HNRNPC,0.965965965965966
AKT2,AKT3,0.965965965965966
ANPEP,LAP3,0.965965965965966
NSMCE2,UBE2I,0.965965965965966
BMPR1A,NEO1,0.965965965965966
BAMBI,FZD5,0.965965965965966
NDC80,NSL1,0.965965965965966
BMP4,GREM1,0.965965965965966
NOTUM,WNT7A,0.965965965965966
PLXNA1,SEMA3C,0.965965965965966
ENPP7,SMPD1,0.965965965965966
PIAS3,UBE2I,0.965965965965966
ADH5,ALDH2,0.965965965965966
AK5,APRT,0.965965965965966
FLT3,SPI1,0.965965965965966
BRAF,MRAS,0.965965965965966
ADH6,ALDH2,0.965965965965966
PDHX,PDP1,0.965965965965966
NACA,RPL11,0.965965965965966
IARS1,NARS1,0.965965965965966
ACO1,FXN,0.965965965965966
FABP1,FABP2,0.965965965965966
SYF2,TFIP11,0.965965965965966
CCT5,PFDN5,0.965965965965966
HNRNPD,HNRNPK,0.965965965965966
PEF1,SEC13,0.965965965965966
GCNT1,ST6GALNAC1,0.965965965965966
AKAP7,PRKACA,0.965965965965966
CCL2,CXCL10,0.965965965965966
CTBP1,CTNNB1,0.965965965965966
EIF5,RPS7,0.965965965965966
CBX2,SCMH1,0.965965965965966
GOT1,MPST,0.965965965965966
MAP2K3,PKN1,0.965965965965966
SUMO2,TP53,0.965965965965966
CD74,DDT,0.965965965965966
IL7,STAT5A,0.965965965965966
ADIPOQ,PPARG,0.965965965965966
CDC37,IKBKB,0.965965965965966
CRP,OLR1,0.965965965965966
ISL1,LDB2,0.965965965965966
AGO2,PRKRA,0.965965965965966
NDUFAF2,NDUFAF3,0.965965965965966
UBE2G2,UBE2J1,0.965965965965966
CFL1,PFN4,0.965965965965966
NFKBIA,PRKACA,0.965965965965966
ARAF,GALP,0.965965965965966
NDEL1,YWHAE,0.965965965965966
FBP1,PFKFB4,0.965965965965966
BTK,CD79B,0.965965965965966
MAGOH,SAP18,0.965965965965966
GFPT1,GLUL,0.965965965965966
MRPL1,RPS3A,0.965965965965966
CP,MPO,0.965965965965966
TSG101,VPS4A,0.965965965965966
FKBP6,HSP90AA1,0.965965965965966
LCAT,PON1,0.965965965965966
DPP4,GLP1R,0.965965965965966
DIMT1,EMG1,0.965965965965966
BCL11A,BCL7A,0.965965965965966
SPARC,VCAM1,0.965965965965966
NAPB,STX3,0.965965965965966
ABI3,BRK1,0.965965965965966
CREB1,JUND,0.965965965965966
CCT5,PFDN2,0.965965965965966
NME1,TIAM1,0.965965965965966
CPE,POMC,0.965965965965966
CAPZB,DYNC1LI2,0.965965965965966
L1CAM,NCAN,0.965965965965966
PA2G4,ZNF593,0.965965965965966
GLUD1,GPT2,0.965965965965966
ADSL,AK4,0.965965965965966
HMOX1,POR,0.965965965965966
ALK,GRB2,0.965965965965966
MRPL10,MRPL55,0.965965965965966
AP2B1,CLTA,0.965965965965966
CD209,MUC1,0.965965965965966
MRPL55,MRPL58,0.965965965965966
PSME1,PSME3,0.965965965965966
HABP4,RACK1,0.965965965965966
EIF3M,RPS3A,0.965965965965966
SRPK1,SRSF7,0.965965965965966
CD34,CD38,0.964964964964965
CCL17,CCL22,0.964964964964965
EEA1,STX6,0.964964964964965
FUT8,MGAT4B,0.964964964964965
TRIM21,UBE2E1,0.964964964964965
EEF1G,RPS10,0.964964964964965
PTPN11,TYK2,0.964964964964965
ACE2,MME,0.964964964964965
DR1,KAT2A,0.964964964964965
CYCS,RNASE1,0.964964964964965
ATP1B3,FXYD2,0.964964964964965
DNAJC19,TIMM21,0.964964964964965
JDP2,JUND,0.964964964964965
STAT6,TYK2,0.964964964964965
SEPTIN1,SEPTIN5,0.964964964964965
ACVR1,AMH,0.964964964964965
CREBBP,KAT2A,0.964964964964965
ERBB3,GRB7,0.964964964964965
MRPL12,MRRF,0.964964964964965
EIF5A,RPL38,0.964964964964965
CD8A,GZMA,0.964964964964965
HSP90B1,SDF2L1,0.964964964964965
PTGES3,TCP1,0.964964964964965
FAS,TNFRSF10A,0.964964964964965
MFN1,RHOT1,0.964964964964965
DVL2,FZD5,0.964964964964965
EEF1B2,RPS12,0.964964964964965
GPI,PGK2,0.964964964964965
BDH2,OXCT1,0.964964964964965
CCT7,STIP1,0.964964964964965
CTSS,MPO,0.964964964964965
EIF3M,RPS3,0.964964964964965
CD8A,FYN,0.964964964964965
CCT7,PFDN1,0.964964964964965
CCNA2,ELAVL1,0.964964964964965
ARHGEF1,GNAQ,0.964964964964965
DAPP1,LYN,0.964964964964965
ANPEP,CD7,0.964964964964965
FN1,LCN2,0.964964964964965
UBA1,UBE2G1,0.964964964964965
TIMM23,TIMM8A,0.964964964964965
RNPC3,SF3B6,0.964964964964965
C1QBP,PHB2,0.964964964964965
BAP18,RBBP4,0.964964964964965
GNAQ,TSHR,0.964964964964965
ADSL,AK2,0.964964964964965
NTRK2,SHC2,0.964964964964965
DKK3,LRP5,0.964964964964965
PFKFB1,TIGAR,0.964964964964965
EIF5A,RPS4X,0.964964964964965
EBP,NSDHL,0.964964964964965
CNDP1,CNDP2,0.964964964964965
IFIT3,OASL,0.964964964964965
PLCG1,PLCG2,0.964964964964965
AKT1,FKBP5,0.964964964964965
PNP,UPRT,0.964964964964965
VAPA,VAPB,0.964964964964965
OSBPL9,VAPB,0.964964964964965
HNRNPA1,SRSF7,0.964964964964965
CSF1,CSF2,0.964964964964965
RBKS,TKT,0.964964964964965
ARPC2,HCLS1,0.964964964964965
CAMP,LTF,0.964964964964965
APTX,TDP1,0.964964964964965
CACNB3,CACNB4,0.964964964964965
DUSP3,PTPN7,0.964964964964965
KEAP1,KLHL3,0.964964964964965
UBA6,UBE2R2,0.964964964964965
RAMP1,RAMP3,0.964964964964965
LILRA2,PTPN6,0.964964964964965
ARHGEF7,PAK4,0.964964964964965
BRK1,RAC1,0.964964964964965
LDB1,TCF12,0.964964964964965
IFIH1,TKFC,0.964964964964965
SPP1,VTN,0.964964964964965
PGF,VEGFB,0.964964964964965
GOT1,TAT,0.964964964964965
CSNK2B,RYBP,0.964964964964965
AMT,ATIC,0.964964964964965
BECN1,MAP1LC3A,0.964964964964965
BID,GZMB,0.964964964964965
CXCL12,CXCL13,0.964964964964965
FLNA,MAP2K4,0.964964964964965
PA2G4,RPS20,0.964964964964965
CUL1,CUL4B,0.964964964964965
EIF5A2,RPS3,0.964964964964965
AGXT,DAO,0.964964964964965
NFKBIA,UBE2D1,0.964964964964965
CGA,TSHR,0.964964964964965
EGFR,HGS,0.964964964964965
H6PD,TALDO1,0.964964964964965
DAXX,HSPB1,0.964964964964965
DVL2,FZD7,0.964964964964965
HAAO,KMO,0.964964964964965
APOA5,LPL,0.964964964964965
DPY30,RPS27A,0.964964964964965
ALDH1A2,RDH12,0.964964964964965
BAG4,HSPA8,0.964964964964965
PSMA6,PSMG2,0.964964964964965
MRPL10,MRPL21,0.964964964964965
GRB2,PTPN6,0.964964964964965
CHMP4A,VPS28,0.964964964964965
CBL,CSF1R,0.964964964964965
BCL10,MAPK9,0.964964964964965
DDX46,SNRPD3,0.964964964964965
CD79B,IGHD,0.964964964964965
GZMB,SRGN,0.964964964964965
CS,SLC25A1,0.964964964964965
FZD10,WNT11,0.964964964964965
EGFR,PDGFA,0.964964964964965
CD44,HGF,0.964964964964965
COLGALT2,PLOD3,0.964964964964965
TKT,TPK1,0.964964964964965
PC,PKLR,0.964964964964965
APOB,PLTP,0.964964964964965
NAMPT,SIRT6,0.964964964964965
FOXO1,STAT3,0.964964964964965
GSTZ1,HPGDS,0.964964964964965
GHRH,SST,0.964964964964965
NCOA2,NR5A2,0.964964964964965
GSR,PRDX6,0.964964964964965
KNG1,SERPING1,0.964964964964965
NCAM1,ST8SIA2,0.964964964964965
GSR,HPGDS,0.964964964964965
CD27,ICOSLG,0.964964964964965
DOT1L,H2BC12,0.964964964964965
BCL2,PPP2R5A,0.964964964964965
CD163,IL6,0.964964964964965
BAIAP2,RAC1,0.964964964964965
NT5C,TYMP,0.964964964964965
INS,INSRR,0.964964964964965
AMPD2,HPRT1,0.964964964964965
AOC1,ODC1,0.964964964964965
EGFR,LGALS3,0.964964964964965
DUSP4,MAPK3,0.964964964964965
C1GALT1C1,ST3GAL1,0.964964964964965
ICAM1,ICAM3,0.964964964964965
CFTR,HSP90AB1,0.964964964964965
DPP6,KCNIP1,0.964964964964965
CD4,FCGR3A,0.964964964964965
GPC3,IHH,0.964964964964965
HNRNPA1,KHSRP,0.964964964964965
RPS27A,USP21,0.964964964964965
SNAP25,SNAP29,0.964964964964965
DHX9,HNRNPA1,0.964964964964965
FIS1,MIEF1,0.964964964964965
BIRC3,TNF,0.964964964964965
DERL1,SOD1,0.964964964964965
TDO2,TPH1,0.964964964964965
MET,PLCG1,0.964964964964965
CFTR,TJP1,0.964964964964965
LAYN,TLN2,0.964964964964965
ITGA5,TLN2,0.964964964964965
FABP1,PPARA,0.964964964964965
CD40LG,CD70,0.964964964964965
HMGA1,JUN,0.964964964964965
GABARAP,GABARAPL2,0.964964964964965
DDOST,SSR2,0.964964964964965
CERS5,SMPD1,0.964964964964965
PDXP,PNPO,0.964964964964965
CSF3,IL3,0.964964964964965
GH1,GHRH,0.964964964964965
TARDBP,VCP,0.964964964964965
ASH2L,RPS27A,0.964964964964965
GADD45GIP1,MRPL32,0.964964964964965
ACVR1,CUL1,0.964964964964965
CSNK2B,NFKBIA,0.964964964964965
MDH2,PCK2,0.964964964964965
LMNB1,SYNE2,0.963963963963964
BAMBI,LRP6,0.963963963963964
GLUD2,IDH1,0.963963963963964
MED10,POLR2I,0.963963963963964
HLA-G,KIR3DL1,0.963963963963964
POLB,TDP1,0.963963963963964
GOT1,HPD,0.963963963963964
NBR1,UBB,0.963963963963964
SFRP1,WNT5A,0.963963963963964
UBA6,UBE2D2,0.963963963963964
MAGOH,SNRPD3,0.963963963963964
EIF4A3,SNRPD3,0.963963963963964
HSPBP1,HSPH1,0.963963963963964
CEBPB,CREB1,0.963963963963964
CSF2,IL4,0.963963963963964
JUN,PRKACA,0.963963963963964
ANGPT4,TIE1,0.963963963963964
BMP2,GREM2,0.963963963963964
ABL1,FN1,0.963963963963964
SELP,VCAM1,0.963963963963964
CAP1,RETN,0.963963963963964
ALDH1A1,DHRS4,0.963963963963964
LIN7B,RTKN,0.963963963963964
NRCAM,NRP2,0.963963963963964
ADSS2,ITPA,0.963963963963964
NFKBIA,UBC,0.963963963963964
BAG1,STUB1,0.963963963963964
PRKN,UBE2N,0.963963963963964
CTNNB1,PITX2,0.963963963963964
KLK4,MMP20,0.963963963963964
KDSR,SPHK1,0.963963963963964
MYOC,OLFM3,0.963963963963964
MMP13,TIMP2,0.963963963963964
AKT3,CDC37,0.963963963963964
KLRB1,KLRK1,0.963963963963964
UBASH3A,ZAP70,0.963963963963964
CTNNB1,DKK1,0.963963963963964
ENO1,PCK2,0.963963963963964
ALDOB,TKT,0.963963963963964
ASL,OTC,0.963963963963964
EBI3,IL6ST,0.963963963963964
KLK2,KLK3,0.963963963963964
FMR1,SND1,0.963963963963964
ASAH1,CERS5,0.963963963963964
KLRK1,NCR2,0.963963963963964
KPNA1,KPNA4,0.963963963963964
KMT2D,MEN1,0.963963963963964
GRAP2,NCK1,0.963963963963964
BMI1,RBBP4,0.963963963963964
POLR2I,TCEA3,0.963963963963964
G6PD,LDHA,0.963963963963964
IFIT2,STAT1,0.963963963963964
PEX14,PEX26,0.963963963963964
STX10,VAMP8,0.963963963963964
QTRT1,USP14,0.963963963963964
MYL3,MYL4,0.963963963963964
MRPL21,MRPL38,0.963963963963964
GFPT2,GLUL,0.963963963963964
APEX1,UNG,0.963963963963964
EIF1B,EIF3B,0.963963963963964
POLR2I,POLR2M,0.963963963963964
AKAP7,PRKAR2A,0.963963963963964
IFIH1,STAT1,0.963963963963964
PRKCA,PRKCB,0.963963963963964
FGF16,FGFR3,0.963963963963964
GSTM3,GSTM4,0.963963963963964
PDCD6IP,VPS4A,0.963963963963964
BECN1,SLAMF1,0.963963963963964
EPHB4,RASA1,0.963963963963964
CD5,CD8A,0.963963963963964
TCEAL1,TCEAL4,0.963963963963964
HSP90AA1,HSPD1,0.963963963963964
MMP2,TIMP4,0.963963963963964
CD80,TNFRSF9,0.963963963963964
BPNT2,IMPA1,0.963963963963964
PKM,TPI1,0.963963963963964
CCN2,FN1,0.963963963963964
SPAST,ZFYVE27,0.963963963963964
IFIT2,OASL,0.963963963963964
AKT1S1,AKT3,0.963963963963964
AKT3,GSK3B,0.963963963963964
CD8A,GZMB,0.963963963963964
ACE2,IL2,0.963963963963964
GZMB,SHC1,0.963963963963964
RPL26L1,SEC61B,0.963963963963964
BMPR1B,SMAD2,0.963963963963964
FSTL1,TLR2,0.963963963963964
PTGES2,PTGS2,0.963963963963964
DHX38,PPIG,0.963963963963964
NMNAT1,NMRK2,0.963963963963964
ENO3,TPI1,0.963963963963964
CTH,KYAT1,0.963963963963964
HDAC4,MEF2D,0.963963963963964
MAP2K3,MAPK8,0.963963963963964
FCGR2A,SRC,0.963963963963964
BDNF,GDNF,0.963963963963964
GSK3B,TLR3,0.963963963963964
HMGA2,SMAD3,0.963963963963964
CCL2,IL10,0.963963963963964
KDSR,SPHK2,0.963963963963964
JUN,NFATC1,0.963963963963964
NT5C1A,NT5M,0.963963963963964
ARHGDIB,NGFR,0.963963963963964
LTF,SEMG1,0.963963963963964
SAMM50,TOMM20,0.963963963963964
IL6R,JAK2,0.963963963963964
GHRH,GNAS,0.963963963963964
HERC5,MX1,0.963963963963964
ADSS2,HPRT1,0.963963963963964
ITGB2,SELPLG,0.963963963963964
APOC3,TLR2,0.963963963963964
FZD2,RYK,0.963963963963964
EDN1,MMP9,0.963963963963964
GBA,SNCA,0.963963963963964
MRPL2,MRPL28,0.963963963963964
NT5C,NT5C2,0.963963963963964
CXCL1,NFKB1,0.963963963963964
DENR,RPS19,0.963963963963964
MRPL2,MRPL50,0.963963963963964
IFNA1,IFNGR1,0.963963963963964
FGG,FN1,0.963963963963964
FZD5,RYK,0.963963963963964
ABL1,ENAH,0.963963963963964
IL6,OSM,0.963963963963964
DHX38,PPIL1,0.963963963963964
CFLAR,FASLG,0.963963963963964
ABL1,EPHA5,0.963963963963964
DNAJB1,GRPEL1,0.963963963963964
POLR2J,POLR2M,0.963963963963964
PDCD6,SEC13,0.963963963963964
PTEN,TRIM27,0.963963963963964
CD1B,CD83,0.9629629629629628
CHMP1A,STAMBP,0.9629629629629628
EFNA2,EPHA10,0.9629629629629628
HNRNPC,HNRNPD,0.9629629629629628
APOA2,PLTP,0.9629629629629628
NOTCH3,NUMBL,0.9629629629629628
IL17A,IL1B,0.9629629629629628
CFL1,RHOA,0.9629629629629628
SMAD1,YAP1,0.9629629629629628
