Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD200,OX-2 membrane glycoprotein,51399,849,0.82 [0.65-1.03],0.08185834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD200R1,Cell surface glycoprotein CD200 receptor 1,51230,847,0.81 [0.68-0.96],0.017102505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD207,C-type lectin domain family 4 member K,50353,836,0.91 [0.78-1.07],0.249287657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD209,CD209 antigen,51609,851,0.59 [0.51-0.70],2.13E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD22,B-cell receptor CD22,52037,862,0.80 [0.70-0.93],0.002471134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD226,CD226 antigen,43449,414,0.97 [0.78-1.22],0.823210589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD244,Natural killer cell receptor 2B4,52037,862,1.03 [0.83-1.28],0.802969049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD248,Endosialin,44748,420,0.61 [0.49-0.77],3.48E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD27,CD27 antigen,51632,850,0.95 [0.82-1.09],0.456871241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD274,Programmed cell death 1 ligand 1,51073,838,1.04 [0.87-1.24],0.693069743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD276,CD276 antigen,51442,852,1.54 [1.30-1.83],7.45E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD28,T-cell-specific surface glycoprotein CD28,50261,834,0.90 [0.76-1.06],0.214518781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD2AP,CD2-associated protein,51476,849,1.00 [0.91-1.10],0.962027951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD300A,CMRF35-like molecule 8,43766,407,0.86 [0.63-1.18],0.351221288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD300C,CMRF35-like molecule 6,51926,855,1.04 [0.88-1.23],0.652744181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD300E,CMRF35-like molecule 2,51745,854,0.85 [0.73-0.98],0.030648756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD300LF,CMRF35-like molecule 1,51912,855,0.95 [0.86-1.05],0.286694069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD300LG,CMRF35-like molecule 9,51486,848,0.95 [0.81-1.11],0.50198311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD302,CD302 antigen,51237,847,1.02 [0.84-1.24],0.869349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD33,Myeloid cell surface antigen CD33,51632,850,0.94 [0.87-1.01],0.074145573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD34,Hematopoietic progenitor cell antigen CD34,51762,852,0.66 [0.51-0.85],0.001294045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD36,Platelet glycoprotein 4,43449,414,0.99 [0.80-1.22],0.914220902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,51237,847,0.85 [0.70-1.02],0.084542845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD3D,T-cell surface glycoprotein CD3 delta chain,43303,408,0.86 [0.64-1.17],0.339809343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD3E,T-cell surface glycoprotein CD3 epsilon chain,43931,414,1.09 [0.85-1.39],0.491049294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD3G,T-cell surface glycoprotein CD3 gamma chain,43449,414,1.03 [0.93-1.14],0.553407508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD4,T-cell surface glycoprotein CD4,51315,848,0.90 [0.73-1.11],0.32173485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD40,Tumor necrosis factor receptor superfamily member 5,51444,852,0.96 [0.85-1.09],0.567159068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD40LG,CD40 ligand,52037,862,0.99 [0.91-1.06],0.7282235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD46,Membrane cofactor protein,51176,854,0.73 [0.59-0.91],0.005167524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD48,CD48 antigen,51612,853,0.98 [0.80-1.20],0.86316759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD5,T-cell surface glycoprotein CD5,51838,854,0.86 [0.72-1.02],0.081296726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD55,Complement decay-accelerating factor,49678,823,0.64 [0.50-0.82],0.000379234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD58,Lymphocyte function-associated antigen 3,51357,852,0.97 [0.69-1.37],0.883133274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD59,CD59 glycoprotein,49617,824,0.78 [0.59-1.04],0.086553476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD5L,CD5 antigen-like,44569,419,1.06 [0.87-1.29],0.541267642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD6,T-cell differentiation antigen CD6,51952,862,0.88 [0.78-0.98],0.026092787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD63,CD63 antigen,50988,838,0.94 [0.83-1.06],0.313488697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD69,Early activation antigen CD69,51223,846,0.97 [0.91-1.04],0.410745036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD7,T-cell antigen CD7,43365,412,1.06 [0.86-1.32],0.591173824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD70,CD70 antigen,51399,849,0.80 [0.69-0.92],0.001657157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD72,B-cell differentiation antigen CD72,43766,407,0.79 [0.63-0.99],0.039793636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD74,HLA class II histocompatibility antigen gamma chain,51926,855,0.97 [0.81-1.16],0.737871966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD79B,B-cell antigen receptor complex-associated protein beta chain,52037,862,0.92 [0.80-1.05],0.217070688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD80,T-lymphocyte activation antigen CD80,44742,423,0.97 [0.74-1.28],0.85126674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD82,CD82 antigen,43931,414,0.91 [0.71-1.16],0.461866158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD83,CD83 antigen,51399,849,0.90 [0.75-1.07],0.236448607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD84,SLAM family member 5,51399,849,0.97 [0.80-1.18],0.794799555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD86,T-lymphocyte activation antigen CD86,44554,423,0.98 [0.72-1.34],0.917460375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD8A,T-cell surface glycoprotein CD8 alpha chain,51926,855,0.91 [0.81-1.03],0.139196914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD93,Complement component C1q receptor,49535,817,0.66 [0.54-0.82],9.56E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD99,CD99 antigen,51486,848,0.47 [0.34-0.64],2.61E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CD99L2,CD99 antigen-like protein 2,51486,848,0.64 [0.50-0.82],0.000435081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDA,Cytidine deaminase,44657,421,0.72 [0.59-0.89],0.001910054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDAN1,Codanin-1,44637,419,1.33 [0.93-1.91],0.12150663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDC123,Cell division cycle protein 123 homolog,43143,402,1.09 [0.94-1.25],0.250366724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDC25A,M-phase inducer phosphatase 1,43143,402,0.98 [0.76-1.26],0.8662377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDC26,Anaphase-promoting complex subunit CDC26,44469,422,0.99 [0.86-1.13],0.858653622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDC27,Cell division cycle protein 27 homolog,50261,834,1.09 [0.99-1.21],0.084526936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDC37,Hsp90 co-chaperone Cdc37,51632,850,0.97 [0.91-1.05],0.491723544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDC42BPB,Serine/threonine-protein kinase MRCK beta,44554,423,0.93 [0.85-1.02],0.130701017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDCP1,CUB domain-containing protein 1,51073,838,1.00 [0.90-1.12],0.953784316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH1,Cadherin-1,49766,826,0.84 [0.71-0.99],0.03992916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH15,Cadherin-15,51841,855,0.98 [0.90-1.08],0.750108211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH17,Cadherin-17,51476,849,0.98 [0.90-1.07],0.667913458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH2,Cadherin-2,51476,849,0.80 [0.67-0.95],0.009659887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH22,Cadherin-22,43931,414,0.79 [0.55-1.12],0.180581528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH23,Cadherin-23,44637,419,0.90 [0.63-1.29],0.582560455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH3,Cadherin-3,51926,855,0.86 [0.72-1.01],0.07332445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH4,Cadherin-4,43303,408,1.16 [0.96-1.39],0.117638746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH5,Cadherin-5,52112,860,0.79 [0.65-0.97],0.026614432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDH6,Cadherin-6,51476,849,0.97 [0.83-1.14],0.732990332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDHR1,Cadherin-related family member 1,50268,833,0.89 [0.76-1.03],0.121030486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDHR2,Cadherin-related family member 2,51237,847,0.92 [0.85-1.01],0.079975152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDHR5,Cadherin-related family member 5,51476,849,0.80 [0.69-0.93],0.004579628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDK1,Cyclin-dependent kinase 1,43143,402,0.98 [0.75-1.27],0.87233567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDK5RAP3,CDK5 regulatory subunit-associated protein 3,44664,422,1.02 [0.87-1.19],0.85272663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDKL5,Cyclin-dependent kinase-like 5,43303,408,0.84 [0.69-1.03],0.090848074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDKN1A,Cyclin-dependent kinase inhibitor 1,51237,847,0.95 [0.90-1.01],0.114440236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDKN2D,Cyclin-dependent kinase 4 inhibitor D,51237,847,1.00 [0.94-1.07],0.930383127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDNF,Cerebral dopamine neurotrophic factor,51237,847,0.84 [0.70-1.02],0.076163001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,51527,852,0.58 [0.46-0.72],1.68E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CDSN,Corneodesmosin,51875,861,0.92 [0.80-1.06],0.256495061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,51551,844,1.11 [0.84-1.47],0.446555938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,44554,423,0.96 [0.86-1.08],0.518730133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,CEACAM18,Carcinoembryonic antigen-related cell adhesion molecule 18,43931,414,1.06 [0.94-1.21],0.332271657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
