,Gene,AnomalyScore
2399,RPL12,1.3738006
1129,ELF5,1.3735807
1283,CCN4,1.3670149
1127,SMIM13,1.3666048
5995,YTHDC1,1.3654106
1467,RXFP1,1.3652142
1324,MYZAP,1.3648102
1644,PNLIPRP2,1.3646603
4693,PTK6,1.3628279
1805,GDF3,1.3608192
5743,SPINT3,1.3589345
3465,FLJ44635,1.3586186
4371,CX3CL1,1.3558279
1201,ACBD7,1.3546313
1560,NETO1,1.3541609
5373,PSG6,1.3533764
4340,NANOG,1.352306
2323,CCNH,1.3517289
2480,GIMAP6,1.3496765
1000,AXIN2,1.3488055
5340,DEFB107A,1.3485873
2507,KAT2A,1.3484778
2305,FABP12,1.342952
3493,IGFBP2,1.3425541
6220,NMS,1.3415241
528,RBM23,1.3403118
1869,HBB,1.3391191
638,MACO1,1.3355633
990,NR1D2,1.3334309
1075,DSC2,1.3307264
1804,CASK,1.3306161
5823,PCDHB7,1.32936
4474,AURKA,1.3205392
3457,TEX30,1.3202878
6200,TRABD2A,1.3196765
5885,ZNF843,1.3173287
5603,FBP1,1.31372
2637,ITGAV|ITGB6,1.3126615
601,S100A2,1.3126582
1603,GFER,1.3085198
3582,PCTP,1.3077861
4472,RARRES2,1.3075488
3829,GSPT2,1.3061149
458,DLX3,1.3049293
2713,BAMBI,1.3027903
4659,TLR4|LY96,1.3027271
5593,PCDHAC1,1.3003747
3061,DPPA4,1.299363
6173,WFDC13,1.297446
94,ALPI,1.2961242
5031,PRKAA2|PRKAB2|PRKAG1,1.292659
3343,H2BC12,1.2891878
1092,C5orf63,1.2891637
130,PGLYRP3,1.2755694
5318,FMOD,1.2716627
953,RGS3,1.2704409
1274,CSNK2A2,1.2702519
5665,CPM,1.2701063
2056,DIRAS1,1.2688583
5406,DNASE2B,1.2686979
483,RELB,1.266588
5585,ANGPTL8,1.2617006
6201,DCBLD1,1.2614857
3098,ACVR1,1.260312
5042,CALR,1.2596191
1642,CFHR1,1.2523302
2362,UBLCP1,1.2521268
6026,SCARF2,1.2507625
4672,ADAM9,1.2504443
1452,CCL15,1.24664
2548,EPOR,1.2305975
2483,CRYGS,1.2295702
4714,UBE2L3,1.2277508
5201,GNAS,1.2269973
1912,AGR3,1.2261696
5726,UGT1A6,1.2218838
2831,CPPED1,1.2207764
5483,C1orf43,1.2203363
1559,S100A3,1.2188749
4627,HAMP,1.2147062
4097,GK5,1.2072918
2187,CAPNS1,1.2025265
5236,CCN6,1.2022109
6289,COQ8B,1.1995505
286,TENM3,1.1962337
5552,OSCAR,1.1933718
1509,SMC3,1.1899827
5625,BCL2L10,1.1893858
2734,CALCR,1.1864663
5208,BID,1.1859026
3368,KLF9,1.1858832
231,PLXNB2,1.1794189
5575,FUT10,1.1787117
147,HTN3,1.178436
6288,IGDCC4,1.1735723
6215,PRPSAP1,1.1732817
5818,PATE4,1.171099
1469,H2BC21,1.1702658
91,IL18RAP,1.168758
5794,STMN3,1.168611
1739,LMAN1,1.1668992
1790,KIRREL2,1.1645339
4994,LAG3,1.1632068
5960,ARMC5,1.1631153
3656,ZNF483,1.1626482
824,GNAI3,1.1554711
104,TMEM106A,1.1526027
426,EIF5A2,1.1523083
5542,CDY1,1.148299
3928,KATNAL1,1.1466249
1638,CD8A,1.1409929
2834,HSPBP1,1.1362677
5888,DPEP2,1.1347378
5429,TNMD,1.1333237
1235,MAD1L1,1.1329509
5774,PCDHGC5,1.1314976
2916,DFFA,1.1229368
1344,RBM46,1.1220933
3502,MPC1,1.1207179
6071,IL32,1.1203294
1055,VEGFD,1.1164963
3822,VAT1L,1.114331
4248,DDHD2,1.1089354
1590,CPB1,1.1080747
3529,COA7,1.1064558
2039,UBD,1.1025647
5152,CTRB1,1.0969812
2358,DAO,1.0906401
2326,AMY2A,1.0906188
2555,BRF1,1.088522
5728,FGF3,1.0871335
6358,SEMA4F,1.0858866
2095,ACADL,1.085326
5649,FATE1,1.0851777
5330,TLL1,1.0823618
3820,FSCN1,1.0809308
1451,TGFB1,1.0775105
1860,CD14,1.0761508
1824,FHL1,1.0699252
533,DHX8,1.0673649
2704,NABP1,1.0616802
5683,GLCE,1.0593953
170,C1orf185,1.0547328
2185,GRHPR,1.0481749
820,ADSS2,1.0399594
2676,BUD31,1.037913
1415,PGLYRP1,1.0373683
5565,CELA2A,1.0368242
5412,TMPRSS11D,1.036726
3355,HHLA3,1.0352174
3309,FBXO48,1.0314525
6237,EMID1,1.030378
1250,DHX38,1.0255708
6374,SLC22A16,1.0213072
6199,GALP,1.0209179
4093,GLUD2,1.0159748
3691,VGLL4,1.0131295
247,GALNT13,1.011535
1964,PBK,1.0079188
1807,HDGF,1.003495
2424,BATF,1.0014968
309,TLR1,1.0002813
2240,TLE5,0.99994135
4982,IL22RA2,0.9926843
2699,TGIF2LY,0.98833686
2013,APTX,0.98736376
5513,GCNT1,0.9846727
2631,CAPN9,0.9836698
2960,B9D2,0.98108715
4843,ADGRG5,0.98077387
5298,CLSTN3,0.9778063
4683,FYN,0.97404915
5405,FAM162A,0.97184646
6012,GALNT16,0.97043705
554,AGO1,0.968609
796,SCMH1,0.9660098
2226,HNRNPD,0.95536935
6369,RNF114,0.95084375
4239,ATXN10,0.94918776
6164,ITIH2,0.9457625
3268,ATOH1,0.9457184
462,HNRNPC,0.9405557
4929,FCAR,0.9377528
4464,LGALS3,0.9376884
272,NRG3,0.93534786
3342,H2AC1,0.93445253
6208,CDK2AP1,0.9318317
1448,SERPINA4,0.93028826
5350,OAF,0.92997694
148,APMAP,0.9277963
2778,EMG1,0.92523783
2473,HPRT1,0.9244596
3134,USP12,0.92253566
16,ZHX3,0.91760075
5930,ADAM30,0.9166619
3567,MSX2,0.91638684
1251,KCNIP1,0.91093516
1947,TES,0.91006947
5139,PSG7,0.9089625
2815,LIMD2,0.90436316
5984,BATF3,0.9042862
5457,CD47,0.89807385
2658,COQ9,0.89339817
2273,H2BU1,0.89080954
845,FLII,0.879791
3573,CLUAP1,0.87674683
450,DNAI1,0.8731118
2121,CARD18,0.8714462
5421,IGKV1-5,0.8713698
5260,CELA1,0.8706861
5121,CD300LF,0.8693926
4692,PTEN,0.86925805
1580,SELENOM,0.86556906
4621,CNTF,0.8653705
1715,NLGN1,0.8648852
332,TMEM52,0.8581652
1407,FOXC2,0.8578952
5370,LILRB4,0.85320395
1955,CP,0.8490089
828,NAPB,0.8461513
2156,NRIP3,0.8449071
5257,CHRDL2,0.8413581
1236,GET3,0.8376426
1160,SLC35G2,0.8369734
63,IL12A|IL12B,0.8295302
1589,GKN1,0.82494265
5315,ECRG4,0.8231558
4261,ABCD4,0.82164854
164,ELAPOR1,0.8197445
4908,F3,0.8178583
3809,EEF1G,0.8172524
2976,QTRT1,0.81585765
3596,KCTD10,0.8149958
4204,DAXX,0.81124234
606,PTS,0.8094359
2147,HEBP1,0.8033039
762,RRAGC,0.80287135
4482,ADAMTS5,0.80250937
2331,PSMA3,0.8015221
5199,INSL6,0.8009485
2532,HK3,0.797078
5971,ABRAXAS2,0.7962853
3965,CCL20,0.79305977
5118,FAM3B,0.7921564
2853,SYT13,0.7911058
6218,FAM241A,0.7879743
5801,C1orf198,0.7870369
157,PRR16,0.7869297
4543,CADM1,0.78551024
1712,LILRA2,0.78240836
3149,B3GAT1,0.7807061
4721,LDHB,0.77587
1586,ADGRB3,0.7755793
1887,PSIP1,0.7741737
3701,STARD10,0.76659703
1320,CUL4B,0.7652818
4383,CHEK1,0.764789
2009,CHMP2A,0.7645899
2983,DCT,0.76037544
5589,PPM1L,0.7598013
3267,ATF3,0.75874996
260,CLEC10A,0.7586764
4549,ABL1,0.7548013
6072,CRIP2,0.7519334
5024,KIF23,0.74728304
4808,IFNL2,0.74622935
3675,RTF2,0.7385381
3354,HES5,0.73780185
1734,C1QL2,0.73292893
5189,ROBO1,0.73096585
3476,ZCCHC18,0.72991717
2955,STYX,0.72884285
2611,EFNA1,0.7256076
2804,NUDT21,0.72515243
4022,EZH2,0.7182557
3095,LRFN4,0.71769357
6013,CALY,0.7105265
2941,SYT1,0.7072054
3429,ADGRB2,0.7071511
5454,DEFB1,0.70626247
5608,CYB5R3,0.7061902
3070,EEF1E1,0.70381904
1239,KMT2D,0.7027847
2204,ZFAND5,0.70080507
3959,EGLN2,0.7003001
1737,DKK2,0.6858201
5797,SPINK5,0.68516344
3430,FZD2,0.6810697
1150,MPP6,0.6784301
5167,OLFM1,0.6772912
1230,MAGEA10,0.6736132
2344,LRRC3B,0.67256147
5180,B3GLCT,0.66900647
188,HSPA1A,0.6648371
4890,COTL1,0.66165465
4298,ERBB4,0.6604504
5579,VAPA,0.65451115
1411,TNFSF15,0.65033436
354,C10orf105,0.6498417
5650,RTF1,0.6462311
1439,KLRK1,0.6389417
1159,F8,0.63499117
4424,CXCL5,0.6307752
3045,FAM20C,0.6304918
1211,GSTP1,0.6302436
1780,CSN2,0.6238769
1288,ANXA2,0.6228926
2376,CYB5R2,0.61003643
2749,FZD7,0.59861326
131,NETO2,0.59668785
5868,PEAR1,0.5934474
1799,NAXE,0.5932405
4573,LYN,0.5855911
2454,TCP1,0.5841126
3517,SSNA1,0.58274984
4737,CFB,0.58190566
3008,MAEA,0.57913893
803,SEPTIN11,0.5731085
5192,MENT,0.57254523
67,ZNRF3,0.5684204
2022,TP53I3,0.5626452
3487,DKK4,0.56003857
3322,DMRTC2,0.5586159
78,SHISAL1,0.5528694
3711,NUDT15,0.54762083
1708,MAPK9,0.54286367
3598,MRI1,0.5308606
3617,ANKRD40,0.5239506
4514,RET,0.5220091
5106,PGLYRP2,0.51885307
695,KMT5C,0.51676
1350,TXNRD1,0.5161054
3508,ART5,0.5033399
3616,UBL7,0.50026745
2769,ATF1,0.49479005
200,PROK2,0.4940216
4580,PLK1,0.49046388
5016,PRKAA1|PRKAB1|PRKAG1,0.48446822
2315,HDGFL3,0.48352024
1462,IFNA7,0.4726842
5671,EDDM3B,0.46726048
1585,APOC1,0.4553158
4663,PLG,0.4487546
677,LYPLAL1,0.4448996
2746,THY1,0.44301727
3270,TAT,0.43803006
1535,DNAJC17,0.43793267
5495,WFDC5,0.4337184
3880,TBC1D25,0.43346074
2988,PRTG,0.41486976
4939,LGALS3BP,0.41146058
1192,HTR7,0.4091007
2977,TBC1D22B,0.40407863
5764,POTEG,0.40341148
2696,TEN1,0.40300217
2680,CIB1,0.40158477
3968,CYBRD1,0.40113184
3428,EPHA6,0.39143848
2920,AKR1C2,0.39120433
1534,GSTA4,0.38230518
1818,OCIAD1,0.37244913
4007,MEN1,0.36578426
4005,SHCBP1L,0.36446378
5291,PCDH8,0.35863137
5581,DEPP1,0.35706794
4797,AMN,0.35377792
4818,FCRL3,0.35247815
4999,NOTCH1,0.3507656
5136,CTRB2,0.34644485
651,PDLIM4,0.34447607
4854,PPY,0.34265918
587,FXN,0.33517966
5875,MYG1,0.33352703
2458,GNAI1,0.32893005
2003,GAS7,0.32727662
3269,ATP23,0.3260255
5022,CSNK2A2|CSNK2B,0.3257247
61,IL12B|IL23A,0.3232532
5233,NME1,0.32140818
3981,HNRNPA0,0.31224185
2909,PADI4,0.31215674
2527,SNX3,0.30779666
865,CCT8,0.29239678
1538,SKIL,0.2889942
4562,CD207,0.2879112
4957,PPA1,0.28725672
4138,FXYD2,0.27611062
1510,UBE2E1,0.2712664
618,EEF2K,0.26371458
4407,GHR,0.26217812
3776,ZC3H12A,0.2569253
1364,NMRAL1,0.2546805
4590,CAMK2D,0.24722174
5212,EPO,0.24084848
1087,SHANK3,0.24001144
3390,PAX3,0.23475392
5304,DNASE1L2,0.22997078
918,HMGB3,0.22834288
1070,SERPINA10,0.22345571
1864,DBI,0.2207866
3454,TBC1D28,0.2196194
4624,IFNA2,0.21819492
2608,SELENOF,0.21508671
3364,KRT71,0.20974387
551,CHST9,0.194352
3831,KLHL40,0.1937022
3183,NUBP2,0.19247285
5372,HAPLN4,0.19179647
2615,DCPS,0.1868995
3042,ATL3,0.16820519
3159,MLANA,0.16630256
3384,NKD2,0.15807346
3122,ST6GAL2,0.14566408
3232,PPP1R9B,0.13934028
628,ETS2,0.12666273
4209,GAGE2B,0.11601116
1470,H2AW,0.11206248
1500,RAB14,0.111708134
413,BTG2,0.10303168
1839,RAB2A,0.10254375
2246,AMMECR1L,0.102507286
4163,GNAS|GNAS,0.09850943
4558,CA7,0.09748904
749,FKBP6,0.09555556
6287,BRSK2,0.083410084
6350,MTAP,0.07971977
1572,CRADD,0.07551424
3133,ZRANB1,0.07252079
5597,FAM20B,0.071794674
4679,EPHA5,0.07162334
506,LIMA1,0.067248166
6368,NPIPB3,0.06367593
3393,PHF11,0.053076148
5988,QPCTL,0.047493853
5558,VWA2,0.040077392
707,HNRNPA1,0.036955
2496,LZIC,0.029429574
4042,ARHGAP22,0.013155663
